date_creat,titre,titre_court,objet,adrs_libcommune,adrg_libvoie,adrg_codepostal,siteweb
2022-04-06,LOTUS DANSE,LOTUS DANSE,danses et traditions folkloriques de Chine,Bordeaux,127  rue Malbec,33800,http://www.lotusdanse.wixsite.com
2008-11-14,VIVONS AVEC LE MOULIN DE PORCHERES,VIVONS AVEC LE MOULIN DE PORCHERES,"mettre en oeuvre tous les moyens permettant de préserver et conserver le moulin du Barrage à Porchères, ses machines, ses dépendances et son environnement",Porchères,37 PLACE PAUL ET PIERRE BARRAU,33660,https://moulindeporcheres.jimdofree.com/
2024-01-28,MORGANE & TERPSICHORE,MORGANE & TERPSICHORE,"récolter des fonds pour permettre l'inscription de Morgane PERESSINOTTO dans le Centre Chorégraphique Christian CONTE et Martine CHAUMET (Coutras) , afin qu'elle puisse devenir danseuse professionnelle ; Permettre son inscription dès le mois de septembre 2024 ;",Coutras,1  RUE FREDERIC CHOPIN,33230,https://morgane-vocation-danseuse-classique-professionnelle.fr/
2013-03-18,WUSHU ARTS,WUSHU ARTS,"dispenser des cours d'arts internes, énergétiques et martiaux chinois enfants, adolescents et adultes ; le projet pédagogique véhicule la promotion de l'éthique et des valeurs du sport et les valeurs de laïcité dans un objet de confiance en soi et de vivre ensemble ; promouvoir la culture d'asie, par des actions culturelles, démonstrations, ateliers ;",Poujols,CHEMIN DU CHRIST,34700.0,www.wushuarts.fr
2013-11-29,CORSE-CONTINENTS,CORSE-CONTINENTS,"honorer la mémoire d'Antoine LEANDRI, né le 25/07/1892 à Vezzani (2B), ainsi que sa famille, faire des recherches généalogiques, faire des recherches documentaires sur l'histoire de la Corse et des pays ayant composé  l'Indochine coloniale et publier ces recherches par tout moyen à sa convenance, organiser toutes manifestations, voyages d'étude ayant pour but de promouvoir son objet, participer à toute association ou activité culturelle et/ou humanitaire en lien avec l'objet de l'association, exercer une activité économique (formation et/ou conseil notamment) en lien avec l'objet de l'association",Montarnaud,19  rue Aire prolongée,34570.0,Http://corsecontinents.pagesperso-orange.fr
2020-09-15,"""TROIS PINCEAUX"" ECOLE D'ARTS D'EXTRÊME-ORIENT",TROIS PINCEAUX,"Promouvoir et diffuser les arts plastiques inspirés d'arts d'Extrême Orient, peinture et calligraphie et peinture chinoise et japonaise .
Promouvoir et organiser par tous moyens appropriés des rencontres,  conférences, activités, cours,  stages et atelier pratiques, culturelles et sportifs en lien avec les arts asiatiques en collaboration avec des artistes et des professeurs de médecine douce : qi gong et méditation .
Promouvoir et développer les activités de bien-être au caractère artistique, culturel, sportif et social.
-Organiser des manifestations artistiques annuelles et des expositions temporaires des participants de l'association.
Favoriser la créativité, la forme physique et bien être mental de manière plus spécifique à travers la découverte de la philosophie d'Extrême-Orient, l'apprentissage et la progression des connaissances.
 Mettre à disposition de ses membres les conditions optimales de pratique en salle et en plein air grâce à des lieux d'accueil compatibles et veiller à la qualité de l'enseignement en assurant les moyens nécessaires à la formation permanente et aux engagements du professeur et de son (ses) assistant(s) auprès des organismes en rapport avec ces disciplines.
Défendre et pratiquer un mode de vie en harmonie avec la nature
Participer à la défense de l'environnement et du cadre de vie dans une logique de développement durable
 Par ses buts et son fonctionnement, l'association se veut respectueuse des valeurs laïques et démocratiques afin de participer à l'émancipation des hommes et des femmes et rejeter toutes dérives sectaires, élitistes ou dogmatiques",Fozières,7  RUE DU BARRY,34700.0,http://www.troispinceaux.com
2007-11-15,LES 3 PETITS SINGES,LES 3 PETITS SINGES,étudier et transmettre l'esprit et la technique des arts martiaux sino-vietnamiens ainsi que tout autre art martial ou activité permettant le développement physique et mental des adhérents à l'exclusion de toute discussion ou ingérence politique ou religieuse,Mauguio,44  rue Alexandre Dumas,34130.0,http://www.3petitssinges.info
2010-06-25,UNPLEASED RECORDS,UNPLEASED RECORDS,"défendre les musiques nouvelles, musiques inventives et innovantes, reposant sur des oeuvres instrumentales et vocales conçues, composées et produites avec des instruments, machines électroniques ou technologies nouvelles, accompagner les artistes émergents issus de cette mouvance musicale sur le territoire régional, national et européen",Montpellier,33 rue des Airettes,34540.0,www.unpleased-records.com
2004-08-03,WU JI,WU JI,"promouvoir, transmettre et favoriser les connaissances sur et autour de la Chine, des arts énergétiques et des arts martiaux, notamment par le biais de l'enseignement, l'art, la culture et les échanges de toute nature pouvant s'y rapporter ; utiliser ces savoir-faire et le vecteur du sport comme moyen pour créer du lien social, culturel et développer notamment le sport santé et l'accès à l'activité physique pour tous",Saint-Mathieu-de-Tréviers,20 RUE DES CLAPARÈDES,34270.0,http://www.wuji-qigong.com
2013-01-23,CENTRE D'ACCUEIL ET DE SERVICE POUR LES ETUDIANTS CHINOIS (CASEC),CASEC,"promouvoir la venue, le séjour et la formation des étudiants chinois en France, accueillir les étudiants chinois, organiser des cours de langues, des échanges culturels, des excursions, de séjours linguistiques en France, en Europe et en Chine, organiser de différents types d'activités de coopération entre les établissements d'enseignements et les entreprises",Montpellier,200  avenue SAINT MAUR,34000.0,www.casecfrance.com
2014-10-07,"ENCRE SAUVAGE, A LA DECOUVERTE DE LA PENSEE CHINOISE, OUVERTURE SUR LE MONDE ET LA DIFFERENCE",ENCRE SAUVAGE,"faire partager cet attrait et cette soif de découverte de la pensée chinoise, procurer un lieu d'échanges, de rencontres et d'apprentissages autour de cette culture, et de la pratique de diverses disciplines taoïstes, créatives et énergétiques, de manière régulière ou tout à fait ponctuelle ; la calligraphie et l'étude des idéogrammes en seront l'emblème, jouer le rôle de centre culturel, artistique, créatif et énergétique ; proposer des interventions en milieu scolaire (écoles élémentaires et collèges) et culturel (centres culturels, bibliothèques, médiathèques, Maisons pour tous) ; faciliter l'achat groupé de matériel spécifique lié à la pratique des disciplines proposées, organiser conférences et expositions sur la culture chinoise ; pouvoir proposer des oeuvres à la vente lors de ces expositions ; faciliter les échanges, les correspondances, les voyages, par extension, permettre de s'ouvrir aux cultures, rites et traditions, du monde entier et ainsi de s'ouvrir aux autres",Cournonsec,6 RUE DU TEMPLE,34660.0,http://encre-sauvage.creakaz.net
2016-04-29,FÉDÉRATION NATIONALE DES ÉTUDIANTS EN MÉDECINE CHINOISE,FNEMC,"recenser, réunir et fédérer les étudiants en médecine chinoise et associations d'étudiants existantes ; veiller à la défense des droits et intérêts moraux, tant collectifs qu'individuels, des étudiants en médecine chinoise et de les représenter ; concourir à recenser les besoins et aspirations des adhérents pour les relayer auprès des autorités compétentes et autres organismes représentatifs ; participer activement à l'harmonisation des standards de formation en médecine chinoise, dans le respect des spécificités des différentes écoles, notamment par sa collaboration avec le Conseil Académique Français de la Médecine Chinoise, le Conseil Déontologique de la Médecine Chinoise et le Syndicat Français de la Médecine Chinoise ; faciliter par tous les moyens possibles l'instruction professionnelle de ses membres ; participer à l'organisation d'échanges entre étudiants français et étranger ; en collaboration avec le Syndicat Français de la Médecine Chinoise, d'organiser et de coordonner les stages cliniques en cabinets libéraux et en milieu hospitalier ; oeuvrer à l'obtention de diplômes français reconnus, puis à l'obtention d'équivalences internationales ; être un acteur à part entière de la vie étudiante des écoles ; établir des liens de solidarité entre ses membres ; entretenir de bons rapports avec les autres organisations professionnelles, fédérations et syndicats professionnels ayant le même idéal qu'elle, afin d'assurer l'avenir de la médecine chinoise en France ; promouvoir et fédérer les initiatives des étudiants en médecine chinoise dans les domaines associatif, de la santé globale, de la solidarité, et de l'éducation à la santé ; promouvoir l'égalité des chances tout au long des études et d'y concourir par toutes ses actions",Montpellier,1  RUE DU CLOS RENE,34000.0,http://www.fnemc.fr
2017-12-11,MEI HUA ZHUANG MHZ LUNEL,MEI HUA ZHUANG MHZ LUNEL,"cette association a pour objet; l'étude, la pratique, la promotion et le développement de l'enseignement traditionnel des maîtres chinois de Mei Hua Zhuang (MHZ), tel qu'il a été transmis au fil des siècles; l'association pourra proposer une petite restauration et buvette dans le cadre de diverses rencontres",Lunel,AVENUE DU CENTURION,30240.0,http://www.meihuazhuang.org/
2018-03-06,ACCOMPAGNEMENT BIENVEILLANT INTELLECTUEL ET LINGUISTIQUE,ABIL,"regrouper et porter les professionnels du milieu de l'enseignement et de la recherche, en particulier franco-chinois, qui fournissent des services d'accompagnement et de formation en complément du milieu académique",Montpellier,33  IMPASSE DE LA VOIE ROMAINE,34090.0,https://abil.frama.site
2018-05-24,YOGANANDA EVENTS,YOGANANDA EVENTS,"l'enseignement et la promotion du yoga et de toutes disciplines dérivées du yoga, la méditation de pleine conscience, le pranayama (techniques respiratoires), le chant védique, l'art de vivre, la philosophie et les valeurs du yoga, et de la yoga thérapie, ainsi que d'autres pratiques et disciplines ancestrales comme l'ayurvéda, la médecine chinoise, et des pratiques axées sur le bien-être, le développement personnel, la santé, l'environnement et le lien social et culturel, comme la sophrologie, lacupuncture, réflexothérapie, la litho thérapie, l'art thérapie, la permaculture, etc, sous forme de cours, stages, ateliers, workshops, conférences, retraites, séminaires, festivals, voyages en France comme à l'international, pour tout public, particuliers, associations, entreprises, écoles et établissements d'enseignements et de santé",Marseillan,2 Place du général Guillaut,34340.0,http://www.yogananda-lilou.com/events/
2019-08-01,SENSATIONS PILATES & BIEN-ÊTRE,SENSATIONS PILATES,"sensations Pilates & Bien-être propose de pratiquer la méthode STOTT Pilates (sur tapis, machine, ;  ;  ; ) et toutes autres techniques visant au bien-être global de chaque individu ;",Jacou,AVENUE DE VENDARGUES,34830.0,http://www.sensationspilates.fr
2023-10-09,OCSIGGRAPH,OCSIGGRAPH,"rassembler et mobiliser une communauté diverse et engagée de professionnels, d'académiciens, d'institutions, d'artistes, d'écoles, d'étudiants et d'enthousiastes passionnés par l'exploration, la promotion et l'avancement de la convergence entre l'art, la science et la technologie dans le domaine de l'informatique graphique (ou image numérique 2D ou 3D) et des expériences interactives ; encourager l'échange multidisciplinaire et la collaboration entre les domaines scientifiques, créatifs et appliqués, pour enrichir notre compréhension des interactions entre l'humain et la machine dans un monde en constante évolution",Montpellier,14  RUE DE LOUVAIN,34000.0,http://ocsiggraph.org
2025-06-19,MINGMEN ENERGETIK,MINGMEN ENERGETIK - ARTS DU TAO,"organiser des cours de Qi Gong hebdomadaires et des stages thématiques ; favoriser tout enseignement susceptible de mieux faire comprendre les aspects pratiques, thérapeutiques, philosophiques et traditionnel du Qi Gong et des techniques énergétiques taoïstes ; 
promouvoir, défendre et préserver la qualité de la pratique et de l'enseignement des Arts Classiques du Tao ; 
promouvoir l'épanouissement des pratiquants des Arts Classiques du Tao ; 
mettre en place des animations, des conférences, des ateliers, des manifestations ou projets ponctuels propres à améliorer la qualité de vie et le bien-être ; 
créer des liens avec la Chine de façon à pouvoir proposer des stages pratiques",Cournonsec,16  RUE DES ECOLES,34660.0,https://mingmen.wixsite.com/medecinechinoise
2021-02-22,L'ATELIER ZIPMACHINE,ZIPMACHINE,"réaliser différentes activités de soutien au spectacle vivant ; assurer des prestations de services techniques dans le secteur du spectacle vivant et/ou de l'audiovisuel ; construire et monter des décors, structures, installations sonores ou lumineuses, créer des costumes et accessoires de spectacle, créer de la scénographie ; produire et organiser des spectacles ou des évènements",Langon,1 B LA GARE,35660,https://zipmachine.fr/
2022-09-11,TERRE VAGABONDE,TERRE VAGABONDE,"étudier et pratiquer du yoga selon la tradition de l'Inde et du Cachemire ainsi que l'étude et la pratique des soins traditionnels* qui permettent le maintien de l'équilibre fondamental de la personne et de son environnement et le respect de la nature ; L'enseignement et le développement de toute pratique qui tend à améliorer la qualité de la vie sous toutes ses formes ;  (*Ayurveda en Inde, médecine chinoise et tibétaine, école du toucher aborigène, méthodes ancestrales des peuples autochtones ; ) 
Pour ce faire l'association :	Peut organiser des séminaires et des voyages en France et à l'étranger dans le plus grand respect du vivant, des peuples autochtones et particulièrement des femmes, de l'écologie et de la nature ; Peut organiser des séminaires de formation et de recherche en lien avec son objet ; Peut développer tous les moyens annexes et connexes qui permettent la réalisation du but de l'association ; L'association est laïque, sans objectif politique, syndical ou religieux ;",Lassy,62   LA LANDE DE BAS,35580,http://www.terrevagabonde.com/
1981-06-23,ASSOCIATION BRETONNE DE TAI CHI CHUAN ET DISCIPLINES INTERNES (ABTCC),ASSOCIATION BRETONNE DE TAI CHI CHUAN,"promouvoir le Tai Chi Chuan, le Bagua Zhang, le Yi Quan et de manière générale les arts martiaux chinois ainsi que les pratiques énergétiques qui leur sont associées (qi gong)",Rennes,7 rue de l'Ile Verte,35114,https://abtcc.fr/
2025-07-30,DAO XING SHE,DAO XING SHE,préserver et transmettre des arts martiaux traditionnels d'origine chinoise,Rennes,63  RUE DES POMMIERS,35520,https://daoxingshe.wixsite.com/accueil
2025-07-07,SHUN WU TANG BRANCHE LANGEAIS,SHUN WU TANG BRANCHE LANGEAIS,"représenter le style de gong fu de l'école shun wu tang à langeais ; promouvoir les valeurs et la tradition de l'enseignement du grand maître de l'école shun wu tang de taïwan ; approfondir les connaissances de ses membres sur le système familial shun wu tang, ainsi que sur la culture, la philosophie et les arts martiaux chinois ; gérer et organiser les manifestations ou étapes de perfectionnement aux niveaux régionaux",Langeais,5  RUE ANDRÉ MALRAUX,37130,https://shunwutang.fr
1993-07-23,ASSOCIATION NATIONALE DES COLLECTIONNEURS DE MACHINES A ECRIRE ET A CALCULER MECANIQUES,ASSOCIATION NATIONALE DES COLLECTIO...,"Faire connaitre au public l'art et l'histoire de la technique ancienne, de sauvegarder des machines du passe, de susciter de nouvelles vocations de collectionneurs, d'instaurer des relations",Orléans,30 RUE DU 11 NOVEMBRE,43100,http://www.ancmeca.org/
2013-07-15,CENTRE D'ACCUEIL DES ETUDIANTS CHINOIS,CADEC,"aide aux services administratifs; recherche d'écoles de langue et facultés; accueil, organisation d'ordre général et particulier : hébergement, vie quotidienne, stage, travail; échange culturel: repas franco-chinois, visites",Tours,19  rue Sainte Radegonde,37100,www.asso-cadec.org
2017-04-25,MANDARIN CONSULTING,MANDARIN CONSULTING,"faciliter des échanges, des conseils et  des études et des métiers de l'événement entre la France et la Chine",Ballan-Miré,,37510,http://mandarinconsulting.fr
2020-11-01,"AYNI, TIERRA VERDE",ATV,"uvrer en faveur de la préservation, sinon la guérison de la terre, dans le respect du principe d'ayni, toute action de l'association doit permettre d'aller dans le sens d'une meilleure harmonie entre l'humain et l'environnement, en honorant au maximum la terre et ses écosystèmes, les bénévoles de l'association uvrant en conscience pour la protection de la terre, leurs actions pourront prendre des formes variées promotion de la géobiologie et de l'art du sourcier, actions de sensibilisation de la fragilité et de la richesse de notre terre (ateliers, stages, ballades, animations nature), actions éco-responsables, en faveur d'une guérison ou fertilisation de la nature, sensibilisation à la connaissance des plantes médicinales",Bléré,"19, rue Saint-Julien",37150,www.ayni-aufildeleau.com
2021-10-15,ÉTUDE DE LA BOXE CHINOISE WING CHUN,EBC WING CHUN,"étude, enseignement, pratique et promotion de la boxe chinoise wing chun et autres arts associés. Elle organise des cours, stages, ateliers, rencontres, conférences et animations pour promouvoir ses activités de loisirs ou de compétition",Chinon,1 RUE DE LA LAMPROIE,37500,https://www.ebcwingchun.fr
2023-11-30,ASSOCIATION FRANCO CHINOISE ÉCHANGE SPORT (AFCES),AFCES,promouvoir le sport à travers les échanges sportifs entre la france et la chine,Ballan-Miré,6  square Jean Mermoz,37510,www.association-franco-chinoise-echange-sport.jimdosite.com
2020-03-12,LIGUEIL TAI CHI ET ARTS MARTIAUX CHINOIS INTERNES,LIGUEIL TAI CHI,promouvoir les arts martiaux chinois internes du style Li,Ligueil,14  RUE BALTHAZAR BESNARD,37240,http://taichi-ligueil.fr
1980-11-17,NSIGMA,NSIGMA,"compléter et prolongerle formation théorique de ses membres par la réalisation pratique d'études informatiques et mathématiques en liaison avec des entreprises concernées par la formation dispensée dans l'école nationale supérieure d'Informatique et de Mathématiques Appliqués de Grenoble (ENSIMAG), que ce soit des grandes entreprises, de jeunes créateurs d'entreprise ou des laboratoires travaillant dans le domaine de l'Informatique ; ses domaines de compétence sont directement liés aux enseignements de l'Ensimag et sont : développement web, développement logiciels, systèmes et réseaux, mathématiques & modélisation, analyses statistiques, automatique, interface Homme-Machine, sécurité informatique, ingénierie financière, recherche opérationnelle, télécommunications et systèmes embarqués, traduction de documents techniques",Saint-Martin-d'Hères,17 RUE AMEDÉE MOREL,38000,www.nsigma.fr
1997-09-11,UNION FRANCAISE DES PROFESSIONNELS DE MEDECINE TRADITIONNELLE CHINOISE,UNION FRANCAISE DES PROFESSIONNELS ...,promouvoir la medecine traditionnelle chinoise representer et defendre les interets des professionnels de la medecine traditionnelle chinoise,Grenoble,933 RUE DE LA SERRE,31800,https://www.ufpmtc.fr
1997-09-22,TAIJIQUAN DAOYING QIGONG KUNGFU WHUSHU ASSOCIATION (T.D.K.A.),T.D.K.A.,"promouivoir l'enseignement des arts martiaux chinois, préserver une qualité d'enseignement en accord avec les principes traditionnels de la pratique des arts chinois",Voreppe,32 ALLEE DU GRAND CHAMP,38340,http://tdka.fr/
1972-04-05,UNION D'ASSOCIATIONS SEYSSINOISES,UNION D'ASSOCIATIONS SEYSSINOISES,"rassembler et aider toutes les associations culturelles, éducatives, sportives et sociales animées d'un esprit laïque et favoriser leur développement et leur action",Seyssins,8 rue Joseph Moutin,38180,www.uasseyssins.com
1990-09-07,GRENOBLE UNIVERSITE CLUB - JUDO CLUB DE GRENOBLE (GUC-JCG),GUC-JCG,"promouvoir le développement personnel au travers d'activités physiques et sportives, en particulier mais pas exclusivement, des arts martiaux japonais (judo, jujitsu, taïso et les disciplines associées, aikido) , chinois (wu-hu, tai chi chuan, qi-gong, kung-fu et les disciplines associées) et l'éveil psychocorporel",Grenoble,16 RUE JOYA,38000,http://guc-jcg.com
2007-02-26,LA VOIE DE L'HARMONIE,LA VOIE DE L'HARMONIE,"transmettre et promouvoir la pratique de techniques traditionnelles chinoises ou japonaises (Qi Gong, Tai Chi), dans la recherche de l'harmonie individuelle, par la mise en place de cours, ateliers, stages et tous moyens pouvant aider à la réalisation de son objet, organiser des rencontres, animations et l'accueil d'intervenants qualifiés",Moirans,7 ALLÉE DE SAVOIE,38430,http://lavoiedelharmonie.free.fr
2013-07-20,GRENOBOT,GRENOBOT,développer des robots et des machines de production nécessaires au développement du robot afin de participer à des compétitions de robotique ou d'organiser des compétitions et des ateliers,Villard-Bonnot,6  rue des Allobroges,38190,http://grenobot.forumactif.com/
2014-03-27,UNION DES CHERCHEURS ET DES ETUDIANTS CHINOIS EN FRANCE (UCECF) L'UCECF -SECTION GRENOBLE,UCECF,"étant la seule organisation des chinois qui est spécifiquement composée de chercheurs et d'étudiants en France , l'UCECF est la deuxième plus grande organisation des chinois en Europe et la plus grande en France, sous l'orientation du service de l'éducation de l'ambassade de Chine en France et du consulat général de Chine à Lyon et sous la coordination de l'UCECF ; constituer une passerelle entre l'ambassade, le consulat et la grande majorité des chercheurs, des étudiants chinois à Grenoble ; a pour mission d'aider les étudiants et les chercheurs chinois dans leurs études et leur vie ; organiser des activités culturelles, sportives, académiques, professionnelles pour toute personne qui s'intéresse à la Chine et à la culture chinoise",Grenoble,2 ter  rue Docteur Calmette,38000,www.ucef-grenoble.com
1991-06-26,ASSOCIATION LE PANDA DE L'ISERE (A.L.P.I.),A.L.P.I.,entraide et échanges culturels entre français et asiatiaques de langue chinoise résidant dans l'Isère,Grenoble,1 PLACE DE LA COMMUNE,38130,http://asso.alpi.free.fr/
2014-09-23,ACADÉMIE QI GONG DAO SHAN,AQG DAO SHAN,"pratique, enseignement, promotion d'activités sportives : tai chi chuan, qi gnog, kung fu, ainsi que tout autre art martial ou énergétique chinois et tout art asiatique, le développement dans le cadre de projets mis en place par des structures éducatives, pédagogiques, ressources humaines et la pratique, le développement, la formation de la médecine traditionnelle chinoise",Grenoble,51 RUE GUYNEMER,38000,http://academieqigong.com/
2015-06-09,"LA SALLE DES MACHINES, ATELIER CREATIF",SA SALLE DES MACHINES,"créer, gérer et développer un atelier créatif",Le Sappey-en-Chartreuse,lieu-dit Giroudon,38700,http://www.atelierdusappey.fr/
2015-06-20,ACADEMIE QI GONG,ACADEMIE QI GONG,"l'enseignement des arts martiaux chinois externe, interne, énergétique (Wushu, Kung-Fu, Tai Chi Chuan, Gi Gong) et de la culture chinoise (langue, calligraphie, cuisine, tradition) ; l'organisation de rencontres, compétitions, galas, spectacles, de stages de formation et de perfectionnement, des formations qualifiantes et de toutes actions sportives et culturelles liées à la culture chinoise et aux arts martiaux chinois",Saint-Martin-d'Hères,51 RUE GUYNEMER,38100,http://www.academieqigong.com
2019-06-13,GROUPEMENT DES RÉFLEXOLOGUES ENERGÉTIQUE CHINOISE (GREC),GREC,"promouvoir le mieux-être et la santé à travers la réflexologie et l'énergétique chinoise ; favoriser l'exercice des Réflexologues Energétique Chinoise formés au Centre Mireille Meunier ; promouvoir le métier de Réflexologue et être garant de qualité et du sérieux du métier de Réflexologue ; favoriser son insertion dans des milieux spécifiques : Entreprise, EHPAD, Hôpitaux, Crèches, Ecoles, Clubs et Association sportives, Oncologie, etc ; favoriser l'harmonie et l'équilibre à travers l'énergétique chinoise
Réaliser, participer ou soutenir des études ou des projets humanitaires, innovants, ou tout autre projet ; trouver des subventions et des fonds pour financer des études ou des projets humanitaires, innovants, ou tout autre projet",Saint-Marcellin,15  RUE GALILEE,38160,https://www.recherche-reflexologie.org/
2023-02-14,PANDAHAN,PANDAHAN,"cette association a pour objet de promouvoir la langue et la culture chinoise en france ; l'association propose des cours individuels;collectifs et des stages intensifs ; elle organisera également des animations, visites, échanges culturels, découvertes et créations autour de la langue et la culture",Voiron,5  RUE ALPHONSE BOUFFARD R,38500,https://www.pandahan.fr/
2023-07-30,QI GONG IMPULSION,QI GONG IMPULSION,"proposer une orientation de bien-être et de santé à travers la pratique du qi gong ;c'est une gymnastique énergétique d'origine chinoise, accessible à tous, qui permet de faire circuler notre énergie interne correctement, de stimuler son action sur les fonctions de nos organes ; mais aussi d'apporter progressivement souplesse, et puis renforcement musculaire et articulaire en douceur ; 
la respiration synchronisée aux mouvements joue un rôle pour réguler le rythme cardiaque et calmer le mental ;",Noyarey,570  CHEMIN DU MOULIN,38360,https://qigongimpulsion.wixsite.com/qi-gong-impulsion
2023-09-02,SMAOLAB,SMAOLAB,cette association a pour objet de faire la promotion et le développement de pratiques musicales orientées ; musiques électroniques  ; faciliter l'accès à ses adhérents aux différentes initiatives organisées tel que des rassemblements festifs autour de la création musicale assisté par des machines et ou des ordinateurs  ; favoriser la collaboration entre les membres de l'association et les différents organismes acteurs dans le domaine ; proposer des outils numériques et ou hardware; à toute personne intéressée par le sujet afin de lui faciliter la création musical ;,Sure en Chartreuse,725  ROUTE DES BARNIERS,38340,https://smaolab.org/
2008-09-24,TAI CHI CHUAN LES CHEMINS DE SOIE,TAI CHI CHUAN LES CHEMINS DE SOIE,"promouvoir et développer les arts martiaux et énergétiques chinois en particulier le tai chi chuan, permettre à un maximum de personnes de profiter de leurs bienfaits, former les adhérents à ces arts et pratiques ; l'association s'interdit toute discrimination, veille au respect de ce principe et garantit la liberté de conscience pour chacun de ses membres ; l'association respecte les règles déontologiques du sport définies par le comité national olympique et sportif français ; l'association respecte les règles d'hygiène et de sécurité des activités dispensées ; l'association s'adresse à toutes les personnes majeures ou mineures désireuses de découvrir, pratiquer et approfondir ces arts en priorité sur le territoire de la communauté d'agglomération des portes de lIsère et plus largement sur tout le territoire français ; en dehors de son propre cadre, l'association n'est pas tenue pour responsable de l'utilisation faite par ses membres des connaissances acquises en son sein",Villefontaine,5 IMPASSE VICTOR HUGO,38090,https://www.cheminsdesoie.fr/
2009-11-05,SHEN WING CHUN,SHEN WING CHUN,"étude et transmission des arts martiaux, notamment du wing chun kuen (style de kung fu traditionnel du sud de la Chine) ainsi que la philosophie qui s'y rattache ; cours, stages et rencontres pour la pratique martiale ainsi qu'animations pour l'apprentissage et la découverte de la culture chinoise et ses traditions",Aix-les-Bains,9 AVENUE DU PETIT PORT,73100,http://www.shenwingchun.fr
2012-11-18,LA GUILDE DES LOUPS D'ALMYR,LES LOUPS D'ALMYR,"cette association a pour but l'enseignement et la pratique des arts et techniques liés à l'époque
du moyen age, ainsi que la pyrotechnie et l'organisation de spectacles historiques ou
fantastiques se rapportant à ce thème ; ceci implique le maniement d'armes anciennes (épées, haches, bâton, bouclier, arc) , pour l'apprentissage des combats mais aussi le maniement d'ustensiles plus classiques (ustensiles de cuisine, machine à coudre, machine à bois) pour la confection de repas, de vêtements ou de décor ; création et vente d'objets manufacturés en
lien avec le monde médiévale fantastique ;",Contamine-Sarzin,43 CHEMIN PELIRIN,74270,https://guildedesloupsdalmyr.wixsite.com/monsite
2019-07-17,INTERNATIONAL GUO STYLE WING CHUN AND TRADITIONAL KUNG FU ASSOCIATION,IGSWCTKFA,"aider à la pratique, l'enseignement et la diffusion du Wing Chun style Guo et des arts martiaux chinois traditionnels internes et externes incluant Jin Gang Li Gong Qi Gong, Baji Quan et Taiji ; Ses activités incluent mais ne sont pas limitées par la création et diffusion de contenu physique ou numérique (Livres, DVD, eBooks, vidéos  ) ainsi que l'organisation ou participation d'événements (stages, initiations, performances )",Riorges,261  RUE FRANCOIS MITTERRAND,42153.0,https://www.guostylewingchun.com/
2006-09-18,ASSOCIATION SPORTIVE DE MANSURIA KUNG-FU ( A.S.M.K.F. ),A.S.M.K.F.,Développer le kung fu mandchou en région Rhône Alpes et ainsi contibuer au développement de cet art martial traditionnel chinois en France (style peu répandu),Saint-Chamond,5  RUE du port sec,42400.0,www.askfm.fr
1946-03-25,FÉDÉRATION DÉPARTEMENTALE DES COOPÉRATIVES D'UTILISATION DE MATÉRIEL AGRICOLE EN COMMUN DE LA LOIRE,FDCUMA 42,"défendre les intérêts matériels et moraux des CUMA, régler tous différent pouvant intervenir entre les organisations d'adhérents, faire toute propagante favorable au CUMA, étudier les questions intéressants l'achat et l'utilisation en commun de machines agricoles, assurer la liaison des organismes, proposer la désignation des représentants, poursuivre tout objet légale qui permettrait de promouvoir la création de nouvelles coopératives d'utilisation de matériel agricole et de les aider",Saint-Priest-en-Jarez,5 BIS RUE JEAN ZAY,42270.0,http://www.cuma.fr/fiches/loire-federation-des-cuma
2020-07-02,ALLIANCE 3D,ALLIANCE 3D,"médiation numérique ; mise à disposition de locaux de formation équipés ; formation et la réparation de machines ; réparation / création de pièces ; prototypage de pièces ;
vente de fournitures",Rive-de-Gier,4  CHEMIN DU GRAND FELOIN,42800.0,https://alliance-3d.fr/
2008-04-21,LES AILES DE L'OUEST,LES AILES DE L'OUEST,"faire découvrir au grand public, et plus particulièrement aux jeunes afin de susciter des vocations vers les métiers de l'aéronautique, le vaste sujet de l'aéronautique et de ses métiers par : des actions pédagogiques auprès des plus jeunes (pilotes et/ou techniciens aéronautiques en devenir) et des moins jeunes, tout aussi passionnés d'aviation ; des manifestations aussi diverses que variées vers le public (expositions, forums, interventions ponctuelles etc) ; la préservation et l'exposition de matériels, de documentations, ou tout autre article appartenant à notre patrimoine aéronautique ; la préservation, avec la remise en état de vol le cas échéant, de machines volantes française ayant marquées l'histoire aéronautique nationale, et ponctuellement toutes autres machines volantes considérées comme remarquables",Ligné,119,44850,http://www.lesailesdelouest.fr
1986-06-27,ASSOCIATION ATLANTIQUE NANTES CHINE,ASSOCIATION ATLANTIQUE NANTES CHINE,"de réunir tous ceux et celles qui s'intéressent à la civilisation chinoise et aux réalités contemporaines du monde chinois ; favoriser une connaissance réciproque, dans le respect de la diversité culturelle",Nantes,6 PLACE DE LA MANU,44000,https://atlantique-nantes-chine.fr
2011-04-11,"HUAYUAN, JARDIN DE CHINE","HUAYUAN, JARDIN DE CHINE",faire découvrir la culture chinoise au public français,Nantes,6 ruelle aino aalto,44300,http://www.huayuan.fr
2015-07-19,SINOPIA PRODUCTIONS,SINOPIA,"création, développement, diffusion de toute manifestation d'expression créative et artistique en France et à l'étranger",Nantes,1  AVENUE DES JADES,44338,http://www.sinopia-productions.com
