date_creat,titre,titre_court,objet,adrs_libcommune,adrg_libvoie,adrg_codepostal,siteweb
2019-01-29,SAN BAO DO IN ET RELAXATION,SAN BAO DO IN ET RELAXATION,"développer et présenter des ateliers autour du bien-être et de l'épanouissement personnel par le biais d'informations, de démonstrations, de cours collectifs et d'ateliers de pratiques, s'appuyant principalement sur les principes de l'énergétique chinoise lors de salons, d'événements ou d'ateliers récurrents ;",Échenans-sous-Mont-Vaudois,10  RUE DE LA FONTAINE,70400,http://salonsanbao.com
1989-10-30,PRECIGNE SELF DEFENSE,PSD,"dans le cadre de la defense personnelle et d'autrui, organiser et developper, former et promouvoir dans le cadre de la legislation en vigueur toute activite susceptible de developper l'esprit et la tradition martiale sino vietnanmienne et la creationde lien d'amitie entre ses membres.",Précigné,PLACE SAINT PIERRE,72300.0,https://precigneselfdefense.sportsregions.fr
2009-10-20,L'ASSOCIATION DU SUN TRIP,L'ASSOCIATION DU SUN TRIP,"en lien avec la société organisatrice sun trip company, l'association « l'association du sun trip » a pour objectifs : d'avoir un rôle actif dans l'organisation des éditions du sun trip lyon-canton, la plus grande aventure à vélos solaires au monde, notamment pour encadrer les bénévoles ; d'intégrer la dynamique du sun trip dans celle impulsée à l'internationale par la ville de lyon, l'agglomération du grand lyon, only lyon ou encore le nouvel institut franco-chinois, partenaires fondateurs du sun trip lyon-canton ; de porter des actions de rayonnement culturel franco-chinois autour du projet sun trip lyon-canton, en associant notamment la communauté chinoise de lyon ; de porter des actions de sensibilisations sur les nouvelles mobilités, notamment auprès des publics jeunes et scolaires à Lyon ; de rassembler les anciens participants et de mettre en valeur les énergies renouvelables au travers de l'aventure et du voyage, de permettre la découverte et l'essor de la mobilité électro-solaire, le dépassement de soi et l'accessibilité ainsi que l'amitié entre les peuples à travers la promotion de l'aventure du sun trip et ses valeurs ; plus généralement, l'association a pour vocation de mener toutes les actions propres à remplir ses objectifs : participation et organisation d'évènements sur les dits thèmes, ou opérations défendant les mêmes valeurs (conférences, festivals, salons, spectacles ) , création et diffusion de productions audiovisuelles et littéraires relatives à ces objectifs, création et vente de produits dérivés ; l'association a également pour vocation de s'impliquer dans les actions de promotion des énergies renouvelables au travers de l'aventure et du voyage portés par des tiers ;",Lyon,126 QUAI DE LA RIZE,73000,http://thesuntrip.com
2018-11-24,SKI CLUB FRANCO-CHINOIS,SCFC,"développer la pratique du ski et de ses activités assimilées sous toutes ses formes, avec pour objectif l'accès du plus grand nombre à la pratique de ces activités physiques et sportives ; mettre en uvre les moyens de promotion nécessaires à ce développement, d'assurer celle-ci en respect des autres formes de pratique sportive organisée au sein de groupements multisports, y compris en sollicitant la participation de partenaires institutionnels et économiques ; de favoriser la pratique du ski et de ses activités assimilées en contrôlant et en coordonnant leur activité, ces pratiques étant des moyens d'éducation, de culture et de participation à la vie sociale et citoyenne",Motte-Servolex,1214  ROUTE DU NOIRAY,73290,http://www.scfc.fr
2019-09-05,CLUB PRIVE LA BULLE DE QI,CLUB PRIVE LA BULLE DE QI,"proposer des cours, des stages, des évènements liés aux techniques énergétiques, promouvoir la culture traditionnelle indienne et chinoise, tous projets liés aux techniques de bien être tel que soirée découverte, rencontre, stages",Sallanches,91  QUAI DE WARENS,74700,http://labulledeqi.e-monsite.com
2021-11-08,CHAM QI GONG,CHAM QI GONG,"promouvoir la pratique et la culture des arts énergétiques et (martiaux) internes d'origine chinoise ; 
Pour atteindre cet objectif, elle s'autorise sans limite, toutes 
formes d'actions, qu'elles soient sportives, culturelles, philosophiques, méditatives ou orientées vers 
la santé et le bien-être, l'enseignement et la diffusion d'Arts martiaux internes et Arts énergétiques, 
Relaxation et autres pratiques de Bien-être ; au moyen de cours, stages, ateliers, séjours, 
conférences, publications, films, photos, site internet, réunions de travail et autres manifestations, 
initiatives pouvant aider à la réalisation de l'objet de l'Association ; au moyen de la vente 
permanente ou occasionnelle de tous produits ou services entrant dans le cadre de son objet ou 
susceptibles de contribuer à sa réalisation ; avec la possibilité de recourir à des intervenants 
extérieurs à l'Association, et à des salariés",Vallorcine,68  ROUTE DU LAY,74660,https://www.chamqigong.com
2019-10-04,ASSOCIATION INTERNATIONALE DE SANTÉ NATURELLE,AISN,"informer, développer et promouvoir, par tous les moyens et support disponibles, les méthodes douces et naturelles de préventions et traitements des maladies par acupuncture, massages, Qi Gong, Taichi, phytothérapie ou musicothérapie ; Chacun pouvant apprendre et pratiquer selon son état de santé et ses envies ; 
Développer et promouvoir, par tous les moyens et support disponibles, les valeurs d'une diététique et d'une alimentation saine et équilibrée, notamment au travers de la cuisine millénaire chinoise, qui a accumulé une connaissance extrêmement riche sur le plan médicinal ; 
Informer, développer et promouvoir, par tous les moyens et support disponibles, les méthodes et bonnes pratiques propres à protéger, préserver, lutter contre les pollutions et restaurer l'environnement, plus généralement la planète ;",Saint-Julien-en-Genevois,8  RUE DU MAIL,74160,https://www.drzhuweimin.com
2022-07-06,"""SAKURA, L'ART DU MOUVEMENT"" CRANVES-SALES",SAKURA,"développer et animer des activités d'épanouissement physique classique ou moderne pour tout public ; 
-	Permettre l'accès au mieux-être par l'enseignement et la pratique des Arts Traditionnels énergétiques et martiaux ; 
-	Donner l'accès à des méthodes corporelles, de relaxation, pour l'entretien physique et l'équilibre individuel ; 
-	Proposer une ouverture culturelle ; 
-	Animer des formations personnelles et professionnelles de TaïChi QiGong Yoga Chinois® ; 
-	Développer et animer des activités d'information favorisant une bonne hygiène de vie ; 
-	Créer et renforcer des liens sociaux ; 
-	Proposer des stages ou interventions animés par des experts dans les domaines visés par l'objet de l'association afin de d'enrichir la pratique ; 
L'association « Sakura, l'Art du Mouvement"" Cranves-Sales désire aussi au travers de ses différentes activités : 
-	Permettre un apprentissage dans le pur respect des capacités de chacun en s'appuyant sur la recherche d'une disponibilité technique et énergétique, source d'efficacité et de bien-être ; 
-	Donner une formation physique et mentale par la richesse et la diversité de son enseignement, renouant ainsi avec le principe philosophique de l'action 
""Regarde - Imite - Comprends ; ""
Cette quête intérieure est symbolisée par Sakura, signifiant ""la fleur du cerisier"" ; Elle symbolisait pour les samouraïs la pureté et le caractère merveilleux et éphémère de la vie ; 
-	S'inspirer du patrimoine culturel pour mieux appréhender sous tous ses aspects la tradition martiale ; 
-	La pratique du TaïChi QiGong Yoga Chinois® donne lieu à des acquis de compétences qui peuvent enrichir divers domaines ; exemples non exhaustifs : 
-	Le rapprochement, sur le plan personnel, avec sa nature et l'épanouissement de l'être global ; Une connaissance approfondie des mécanismes de la vie selon la tradition du Yoga Chinois, le développement des capacités individuelles de chacun ; 
-	Dans le domaine de l'éducation et des sports : développement psychomoteur (chez l'enfant ou chez l'adulte) , renforcement des capacités sportives, meilleure conscience de soi ; 
-	Le bien-être, l'entretien de la forme et la lutte contre le stress ; 
-	Pour les artistes (comédiens, danseurs etc ; ) et donc tous, le TaïChi QiGong Yoga Chinois ® offre un outil incomparable de connaissance de soi, de la relation avec le corps et son expression dans l'espace ;",Cranves-Sales,49  RUE DU CLOS DES MÉSANG,74380,https://www.ecolesakura.com
2022-09-19,LETOUCHERSHEN_ECOLE SHEN MING,ECOLE SHEN MING,"promouvoir tous les outils permettant le développement du potentiel humain
Promouvoir les arts énergétiques tels que le qi Gong, le tai qi, la méditation
Informer et former sur les disciplines bio naturelles
éduquer à l'aide des outils permettant la connaissance de soi (biomassage énergétique, énergétique chinoise, philosophie de la médecine traditionnelle chinoise entre autres) 	
Promouvoir la culture (lecture, cinéma, art
) pour ouvrir à la curiosité et à la créativité
voyager pour encourager l'ouverture à l'autre
Promouvoir d'une façon générale, tous les autres moyens susceptibles de faciliter le développement du potentiel humain",Saint-Julien-en-Genevois,5  AVENUE DES CONTAMINES,74160,http://letouchershen.com
2014-04-04,COLLECTIF DE CITOYENS DE CHENS SUR LÉMAN,COLCICHENS,"informer les Chensinois ; promouvoir la Démocratie participative à Chens sur Léman ; participer à l'accueil des nouveaux habitants ; participer du « mieux vivre » sur la commune de Chens sur Léman en favorisant les rencontres entre citoyens sans discrimination aucune ; mettre en place et coordonner des services marchands et non marchands dans le respect d'une éthique solidaire et de développement durable ; contribuer à l'animation du territoire en incitant au débat public, à la vie culturelle en s'inscrivant dans une démarche d'éducation populaire",Chens-sur-Léman,1199  route du lac,74140,citoyensdechens.sitew.fr
1980-06-24,ASSOCIATION FRANÇAISE D'ETUDES CHINOISES AFEC,ASSOCIATION FRANCAISE D'ETUDES CHI...,"maintenir et développer la recherche et les échanges entre chercheurs, le dialogue entre les différentes institutions universitaires existantes, notamment en matière de documentation, de publication et de traduction, les rapports avec les institutions françaises et étrangères intéressées",Aubervilliers,65 RUE DES GRANDS MOULINS,75013,https://afec.hypotheses.org
1984-11-19,COLLECTIF  LA MACHINERIE,COLLECTIF LA MACHINERIE,"fédérer et promouvoir l'activité artistique de ses membres au sein d'un collectif d'artistes, par le biais de spectacles, concerts, lectures, résidences, actions culturelles et activités pédagogiques, performances artistiques pluridisciplinaires et d'actions diverses liées à la création ; organiser des événements et manifestations artistiques et culturelles ; participer à des événements artistiques organisés par des tiers ; répondre à des appels à projets ; créer des actions de médiation culturelle par le biais d'ateliers d'initiation et de découverte artistique",Paris,47 RUE DU FAUBOURG SAINT ANTOINE,75011,http://www.lamachinerie.fr/
1985-08-09,CENTRE DJOHI YI JING,DJOHI CENTRE YI KING,"structure  d'étude, de recherches et de rencontre pluridisciplinaires sur la pensée chinoise du temps et du changement telle qu'elle est exposée en particulier dans l'ouvrage appelé Yi Jing ou classique des mutations",Paris,3 BIS RUE DES GOBELINS,75013,djohi.fr
1982-05-12,INSTITUT FRANCAIS D'AIDE A LA FORMATION PROFESSIONNELLE MARITIME IFPM,IFPM,"aider à la formation professionnelle maritime, au perfectionnement, à la promotion et au recyclage des gens de mer, en particulier en éditant ou en faisant éditer des ouvrages techniques maritimes en langue française ; apporter ainsi par son action une aide, non seulement aux marins et aux futurs marins, mais encore aux armateurs et aux constructeurs de navires et de machines marines français et contribuer au rayonnment de la technique maritime de la France notamment dans les pays francophones",Paris,8 ALLÉE DE LA BERTELOTTE,75015,http://aude.charbonnel.free.fr/webIFPM/?Pr%E9sentation:Historiqu
1992-05-05,ASSOCIATION SHEN WU,ASSOCIATION SHEN WU,"étude de la culture chinoise et en particulier la promotion des arts martiaux chinois internes, externes et énergétiques",Paris,4  Rue Auguste Perret,75013,www.shenwu.fr
1997-03-12,"ASSOCIATION SHENFA, SENS DU CORPS",ASSOCIATION SHENFA,"la pratique, l'enseignement, la recherche et le développement des connaissances sur les arts martiaux et énergétiques chinois principalement, puis les arts martiaux en général, les arts corporels, par le biais de cours, de stages, de séminaires, en France et a l'étranger, de productions d'articles, et en utilisant toutes formes existantes d'outils pédagogiques (vidéo, animation, vêtements etc",Villeneuve-Saint-Georges,24 QUAI DE LA LOIRE,75019,https://www.shenfa.org/
1997-12-18,ASSOCIATION EUROPEENNE DE LINGUISTIQUE CHINOISE EUROPEAN ASSOCIATION OF CHINESE LINGUISTICS,ASSOCIATION EUROPEENNE DE LINGUISTI...,promouvoir la recherche en linguistique chinoise et assurer une coordination efficace entre les chercheurs européens,Aubervilliers,5 COURS DES HUMANITÉS,93300,http://www.chineselinguistics.eu
2001-05-23,ACADEMIE DES PRATIQUANTS DES ARTS MARTIAUX CHINOIS,ACADEMIE DES PRATIQUANTS DES ARTS M...,"diffuser l'enseignement des techniques et pratiques des arts martiaux chinois dans un cadre laïque, ouvert à toute personne quelle que soit sa condition et son niveau de pratique",Paris,4  RUE DES ARÈNES,75005,kungfuchang.fr
2002-04-05,ELISE CARE,ELISE CARE,"organisation d'une aide médicale et psychologique d'urgence à destination, notamment, des populations blessées et déplacées par la guerre ou dans les milieux défavorisés ; dans ce cadre l'association promeut également l'utilisation des médecines complémentaires comme la médecine traditionnelle chinoise, le yoga, l'arthérapie etc ; l'association organise, dans le respect de la règlementation en vigueur, des formations gratuites à destination des équipes médicales, des psychologues et psychiatres, des éducateurs et travailleurs sociaux ( ; ; ; ) ; l'accès à l'emploi pour des rescapés de guerre à travers des programmes de développement générateurs de revenus, dans les domaines de l'artisanat et de l'agriculture, afin d'offrir aux civils des moyens d'autonomie ; les bénéfices générés sont investis dans les programmes humanitaires de l'ong afin garantir le fonctionnement des missions qui s'inscrivent sur le long terme ; afin de permettre la réalisation de ses objets, l'association mettra en œuvre tous les moyens qu'elle jugera appropriés, et en particulier l'organisation d'évènements de soutien,  des ventes aux enchères, des collectes de fonds nationales ou internationales,  toute activité lucrative accessoire (dont le montant des recettes d'exploitation encaissées au cours de l'année civile pour ces activités ne dépasse pas 76 679€ ) les moyens d'action de l'association sont la tenue de réunions de travail et d'assemblées périodiques, la publication de rapports, d'études scientifiques ou cliniques, la tenue à des congrès, et toutes les initiatives pouvant aider à la réalisation de l'objet de l'association ;",PARIS,28 BOULEVARD VAUGIRARD,75015,https://www.elisecare.org
2002-09-13,ENFANTS DU NINGXIA,ENFANTS DU NINGXIA,aider à léducation et au développement des enfants chinois issus de familles défavorisées,Paris,28  RUE HENRY MONNIER,75009,http://www.enfantsduningxia.org
2003-01-08,CENTRE DE SERVICES DE PARIS POUR LES ETUDIANTS CHINOIS EN FRANCE (CSPECF),FRANCE STUDY SERVICE,"aider de façon individuelle, les étudiants chinois qui sont déjà en France et ceux qui souhaitent y venir pour poursuivre leurs études, et de fournir notamment de différents services tels que élaborer un plan d'études adapté à leur niveau et à leur souhait ; sélectionner une université/école et une spécialité, et obtenir l'autorisation d'inscription aider à obtenir le visa d'entrée en France ; aider à trouver un logement et faire des démarches administratives ; aider à perfectionner leur niveau de français tout au long de leurs études ; aider à trouver un stage durant leurs études ; apporter des soins nécessaires aux étudiants mineurs ; organiser des rencontres entre les étudiants chinois et français ; de façon générale, veiller à ce que leur séjour se passe bien en France, et éventuellement, fournir des soutiens psychologiques qui s'avèrent de plus en plus indispensables ;",Paris 8e,"34, AVENUE DES CHAMPS-ELYSÉES",75008,http://www.francestudy.fr
2003-04-11,GREEN LOTUS - CREDDA (CENTRE DE RESSOURCES POUR LE DEVELOPPEMENT DURABLE EN ASIE),GREEN LOTUS CREDDA,"promouvoir le développement durable sur le continent asiatique, que ce soit par le soutien à des démarches existantes ou par le lancement dinitiatives propres ; cela passe par trois fonctions, un rôle de banque de données sur les enjeux écologiques, avec une démarche de collecte et diffusion dinformations sur la situation écologique, les risques en cours et les initiatives positives ; la mise en réseaux de lensemble des parties prenantes sur place et intéressées en Europe ; un soutien aux opérations favorisant le développement Durable en Asie, sinon même des initiatives de promotion, par une aide à la recherche de financements ; laide au montage de projets sur place, coopération, mise en réseaux, etc",Vincennes,36  Rue Robert Giraudineau,94300,www.green-lotus.org
2004-11-22,ASSOCIATION DES PROFESSIONNELS CHINOIS DU TOURISME (A.P.C.T),APCT,"promouvoir et favoriser les échanges entre les acteurs français et chinois dans le domaine du tourisme en France et en chine, par tous moyens, tels que rassemblement, réunion, concours, voyages, spectacles, diners, et autres manifestations similaires
, sans que cette liste soit exhaustive",Paris,88 RUE DE PROVENCE,75009,https://www.apct-france.com
2005-03-08,ASSOCIATION EURO ASIATIQUE POUR LA PROMOTION DES ECHANGES CULTURELS ET ECONOMIQUES (EAC),(EAC),Double objectif : d'une part un volet économique avec l organisation d'exposition commerciales et de colloques économiques et d autre part un volet culturel avec l organisation de manifestations artistiques basées sur l échange entre les cultures européennes et chinoises.,Arcueil,4 rue Henri Barbusse,94110,www.clubrac.com
2005-08-29,COLLECTIF DES EURASIENS POUR LA PRESERVATION DU CENTRE D'ACCUEIL DES FRANCAIS D'INDOCHINE (C.E.P.-C.A.F.I.),CEP- CAFI,"soutenir le droit à l'éducation et à la formation pour tous en luttant contre l'illétrisme et l'analphabétisme dans le cadre d'une société plurielle, en favorisant entre autres l'accès aux langues et cultures d'origine tel que le vietnamien, faire connaître et susciter des projets de formation ou de développement culturel, technique ou autre dans les pays d'origine et en particulier en Asie du Sud-Est, dans le cadre éventuel des procédures de jumelage entre collectivités territoriales, favoriser tout ce qui peut restituer la mémoire du passé (recherche, création de banque de données, publication des résultats de la recherche etc...), favoriser la préservation des sites ayant accueilli les rapatriés d'indochine, par l'accompagnement des projets en direction de la jeunesse et de la population vieillissante, la réalisation d'un ou de plusieurs objectifs fixés ci-dessus peut physiquement se dérouler en dehors de la localisation du siège de l'association, fournir des prestations en relation avec les manifestations culturelles et cultuelles organisées pour la promotion de l'association et/ou du CAFI",Paris,25 RUE VAUVENARGUES,75018,www.rapatries-vietnam.org
2008-12-18,KFAN,KFAN,promouvoir la culture chinoise et pour objet particulier d'enseigner le kung fu wutsu (bosxe chinoise),Nantes,4 RUE DU DOCTEUR VAN DER STAPPEN,44100,https://kfan.fr
2005-07-25,FEDERATION FRANCAISE DE MAH JONG (FFMJ),(FFMJ),"la fédération française de Mah-jong a pour objectif de promouvoir et d'organiser le développement du Mah-jong en France, plus particulièrement la pratique des règles officielles internationales dites (MCR) éditées par le comité sportif chinois en 1998 et plus récemment des règles japonaises dites Riichi ; néanmoins, les autres règles du jeu de mah-jong pourront être développées, en fonction de l'évolution du mah-jong en France",Paris,22 rue Robert Schuman,42330,http://www.ffmahjong.fr
2009-06-19,ZHONGFAYOUYI,ZHONGFAYOUYI,"promouvoir l'amitié franco-chinoise, en organisant des évènements conviviaux favorisant les échanges linguistiques, et culturels entre sinophones désirant apprendre le français et francophones possédant un niveau intermédiaire avancé en chinois",Paris,2  rue  beauséjour,92700,www.zhongfayouyi.com
2009-07-07,ESPACE DE COOPERATION POUR L'EDUCATION EUROPE-CHINE (ECEEC),ESPACE DE COOPERATION POUR L'EDUCA...,"introduire en Chine l'information pédagogique et culturelle de la France ; promouvoir la coopération pédagogique et culturelle entre la France et la Chine ; aider des étudiants chinois à connaître les actualités en France ; aider les étudiants chinois en France à bien s'y adapter à la vie ; donner  des informations et des conseils pratiques aux étudiants chinois ; aider des jeunes français qui s'intéressent à la culture chinoise, à apprendre le Mandarin ; organiser et enseigner les cours français aux Chinois",Paris,6  rue du Docteur Finlay,75015,http://mail:google/a/eceec.eu
2009-08-21,REPRESENTATION DE L'UNION DES FRANCAIS DE L'ETRANGER - UFE-CHINE,UFE - CHINE,"créer et maintenir un contact  étroit entre les français résidents en République Populaire de Chine (R.P.C) ; développer leur esprit de solidarité par sa mission d'accueil et d'animation ; leur apporter un soutien moral et concret, ainsi qu'une aide à leur installation en R.P.C., sous quelque forme que ce soit, conformement à l'esprit et aux règles associatives ; défendre leurs intérêts matériels et moraux et, plus généralement, resserrer les liens les liens d'amitié entre la France et la Chine, dans le respect absolu de la souveraineté de l'Etat chinois et de sa législation ; l'association et ses membres s'interdisent formellement toute ingérence dans le domaine politique et dans les affaires de l'Etat chinois",Paris,28  rue de Châteaudun,75009,www.pekin.ufechine.com
2009-10-29,ASSOCIATION ACTUARIELLE SINO-FRANCAISE - AASF,AASF,"faciliter les contacts et les échanges entre les membres, servir et aider les membres tant sur le plan professionnel que personnel, promouvoir les contacts entre l'association et les organisations externes, contribuer au développement des relations entre l'Europe et la Chine dans le domaine d'actuariat",Paris,3  rue de Solferino,92100,www.chineseactuary.net
2009-11-26,ASSOCIATION DES CHINOIS EN  FRANCE DANS LA FINANCE ET L'ASSURANCE- ACFFA,ACFFA,"promouvoir les échanges entre membres de l'association sur le plan personnel et professionnel faciliter la circulation de l'information entre membres sur les thèmes de l'assurance et de la finance et sur les échanges entre la Chine et la France ; constituer un réseau relationnel en lien avec le milieu de l'assurance et de la finance ; devenir un référent en matière des échanges en assurance et en finance entre la Chine et la France ; valoriser les compétences, le savoir faire et la double culture de nos membres auprès des entreprises et des organismes chinois et français ; améliorer la compréhension mutuelle des pratiques en matière d'assurance et de finance entre la Chine et la France",Paris,12 sentier de la Côte,78400,www.acffa.fr
2010-01-19,ASSOCIATION DU SHANXI EN FRANCE - A.S.F.,A.S.F.,"créer un pont d'amitié entre la province du Shanxi de la République Populaire de Chine et la France, par l'organisation d'expositions, visites, conférences et d'autres événements, pour l'objectif de promouvoir coopérations économique, éducative et culturelle entre le Shanxi et la France, et d'une manière générale entre la France et la Chine ;",Paris,86 BOULEVARD DE STALINGRAD,94400,http://www.shanxi.eu/
2010-02-17,FRENCH PRIVATE CLUB,FRENCH PRIVATE CLUB,"promotion des échanges culturels, et économiques entre la France et la Chine, en fournissant des services tournés vers les entreprises ou les personnes ; des services d'intermédiaire pour les organismes culturels, artistiques, des services d'organisation de rencontres, de visites d'expositions, de salons, de manifestations tel que mariages, généralement de toutes autres activités favorisant les échanges franco chinois",Paris,24  rue Nungesser et Coli,75016,http://www.frenche-private-club.fr
2010-04-08,LUMIERE DU TAO,LUMIERE DU TAO,promotion des arts martiaux chinois en France et développement des échanges avec la Chine ; lassociation pourra étendre ses actions à dautres domaines culturels ou sportifs ; lassociation a aussi pour objet de proposer et pratiquer des techniques naturelles de bien être,Paris,1  rue de la Grande Chaumière,75006,www.lumieredutao.fr
2010-04-20,ASSOCIATION CULINAIRE DU NORD DE LA CHINE (ACNC),ACNC,"directement ou indirectement ; introduire auprès des gourmands français et internationaux la culture culinaire chinoise, favoriser les échanges de culture culinaires sino-français, améliorer les connaissances nutritionnelles des nourritures",Paris,88  boulevard de l'Hôpital,75013,http://deliceshandong.com
2010-04-27,ASSOCIATION EUROPE - CHINE CULTURE & ECONOMY COMMISSION - FRANCE EUCNCF,EUCNCF,"renforcer les relation entre lEurope et la Chine en multipliant des échanges dan s les domaines économiques, scientifiques et culturels, de contribuer à une réelle connaissance et une meilleure compréhension mutuelle entre les européens et les chinois et de favoriser les dialogues et les rapprochements, tant entre les institutions culturelles, éducatives, scientifiques, les collectivités territoriales et régionales, quentre les entreprises et les sociétés civiles notamment en organisant des conférences, des forums et des manifestations qui associent partenaires européens et chinois sur des thématiques interculturels",Paris,10  rue Saint Marc,75002,www.eucnc.org
2010-05-05,HPPOL - AIDES AUX JOUEURS DE POKER EN LIGNE - (HELPPLAYERPOKERONLINE),HPPOL - (HELPLAYERPOKERONLINE),"venir en aide aux joueurs de poker en ligne ; aux parents ou amis qui ont leurs enfants de bas âge, cloîtrés dans leur chambre et jouant 24h/24 au poker en ligne ; les problèmes de comptes bloqués, d'exclusions, d'addictions et tous problèmes qui sont liés aux sites de poker, offre et demandes d'emploi, liées aux casinotiers",Paris,3 RUE PICOT,75116,http://www.hppol.com
2010-05-17,NTD TELEVISION FRANCE,NTD TELEVISION FRANCE,cette association a pour but de réaliser un pont entre l'Orient et l'Occident; d'adresser aux Chinois les informations fiables et non censurées; d'aider les Chinois d'outremer à s'intégrer dans le courant principal de la société ; de contribuer au pluralisme et à la libre information dans les médias en langue chinoise et française,Le    Vésinet,15  Place du Marche,78110,http://www.ntdtv.com
2010-12-09,RENDEZ - VOUS EN CHINE (RDV EN CHINE),RENDEZ - VOUS EN CHINE (RDV EN CHINE),"créer un grand espace transfrontalier déchanges interculturels et économiques sino français entre les particuliers, les entreprises et les collectivités",Paris,69  avenue Kléber,75116,www.rdvenchine.org
2011-02-04,YISHU 8,YISHU 8,"de créer et favoriser les liens et les charges culturels entre la France et la Chine ; elle créera notamment un prix attribué chaque année consistant en linvitation dun ou plusieurs artistes français ou étrangers à venir séjourner à Pékin dans le but de favoriser leur création au contact de la culture chinoise ; elle assurera également le développement de contacts auprès des musées, des fondations, de la presse artistique, des personnes privées et des entreprises et lorganisation dexpositions et de manifestations artistiques ; elle encouragera également la création douvrages en lien avec son objet",Paris,65  boulevard de Courcelles,75008,www.yishu-8.com
2011-02-17,THE EPOCH TIMES FRANCE,THE EPOCH TIMES FRANCE,"assurer la gestion financière dun journal écrit en langue française, de le distribuer aux populations sur tous supports appropriés ; dinformer la population française de lactualité du monde et tout particulièrement de celle de la Chine. Le journal THE EPOCH TIMES France souhaite la liberté dexpression, il sengage à respecter la vérité de linformation ; lassociation the epoch times France peut éditer et distribuer tous journaux, des revues publicitaires périodiques de toutes sortes y compris électroniques, numériques, vidéo et magnétiques, de tous supports dinformation et de publicité, distribution également dinformations, de données et dimages fixes ou animées, de logiciels de toute sorte par tous moyens y compris réseaux téléphoniques, câbles ou ondes, routages et prestations diverses",Paris,83  rue du Château des Rentiers,75013,www.lagrandeepoque.com
2011-04-08,ASSOCIATION RIVERSIDE,ASSOCIATION RIVERSIDE,"promouvoir le groupe de musique ""The Crying Machine"" ; organisation des évènements autour du groupes ""concerts° ; autoproduction du groupe et de ses créations musicales (édition, distribution)",Paris,19 - 21  rue Claude Tillier,75012,www.thecryingmachine.com
2011-11-04,COMSUN MEDIAS,COMSUN MEDIAS,"promouvoir et mettre en valeur léchange culturel sino-français ;  aider à la promotion artistique et culturelle, à la diversité culturelle et la mise en valeur de nouvelles expressions artistiques ;  aider à développer par les nouvelles technologies et les outils multimédias les activités culturelles et artistiques en tout genre à léchelle internationale notamment entre la chine et la France, tel que la photographie, la cinématographie, les peintures, les voyages, les publications culturelles, les spectacles, ainsi que toutes activités pouvant se rattacher directement ou indirectement à son objet social et culturel",Paris,14 boulevard de Sébastopol,75004,www.comsun.com
2011-11-22,QI MING XING,QI MING XING,"étudier, développer, promouvoir, transmettre les arts énergétiques chinois",Carrières-sur-Seine,34  rue Gabriel Péri,78420,http://reseau-arts-energetiques.fr/
2011-12-20,INSTITUT DES SCIENCES DE LA VIE ET DE LA SANTE DE CHINE ET DASIE (USCA PARIS CENTRE / INSTITUT PARIS CENTRE / USCA),USCA PARIS CENTRE,"organiser la constitution dun centre dexcellence de la formation et de recherche à lacupuncture, la pharmacologie chinoise, aux massages chinois, aux exercices physiques chinois (Daoyin, Qigong, Taijiquan), ensemble des pratiques de la médecine chinoise, ainsi que tous leurs dérivés ; elle organise lenseignement et les formations de perfectionnement, les congrès, les séminaires, les stages",Paris,10 rue Freycinet,75116,www.univ-sca.org/site-web/
2011-12-26,MEDECINE CHINOISE FRANCE,MEDECINE CHINOISE FRANCE,"regrouper les praticiens en médecine chinoise dans le but de négocier des assurances professionnelles, dorganiser des conférences, dorganiser une formation continue en médecine chinoise et de diffuser lannuaire de praticiens en médecine chinoise",Paris,14  rue des Cloys,75018,www.medecine-chinoise-france.fr
2012-01-15,SANTE ET MEDECINE CHINOISE,SANTE ET MEDECINE CHINOISE,regrouper les personnes intéressées par la médecine chinoise en France afin de les informer des choix thérapeutiques offerts par cette médecine ainsi que les possibilités de prise en charge par les organismes de santé ; organiser des conférences sur ce sujet et diffuser en ligne l'annuaire national des praticiens de santé de l'association Médecine Chinoise France,Paris 18e,14  rue des Cloys,75018,www.santeetmedecinechinosie.fr
2012-02-08,ALLIANCE SINO-EUROPEENNE POUR LES ENERGIES NOUVELLES (A.S.E.E.N.),ASEEN,"concourir au développement des énergies nouvelles à travers le monde, et plus particulièrement dans le cadre des coopérations sino-européennes ; favoriser, coordonner et organiser les actions répondant à l'objet de l'association dans les domaines de l'éducation, de la recherche, de l'industrie, de l'économie et de la politique ; rassembler toute personne physique ou morale partageant ses idées et ses objectifs sans distinction de nationalité",Paris,253  rue Saint Honoré,75001,www.aseen.org
